Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
M843707,8,otc alterations permit,10/13/2017,3511,65,47,,Lafayette,St,,,street space permit,issued,10/13/2017,10/13/2017,10/13/2017,,10/13/2017,,,,,,,,1,,,,,,,,,,,,6,Mission,94103,"(37.77313109173338, -122.41707432578177)",1.48327E+12
2.0171E+11,8,otc alterations permit,10/13/2017,0443A,25,1725,,Beach,St,,,to comply with physical inspection report #cc-8216. n/a for maher.,complete,11/6/2017,10/13/2017,10/13/2017,11/6/2017,10/13/2017,,3,3,,,2/13/2018,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.804046866405386, -122.43766680807576)",1.48328E+11
M843847,8,otc alterations permit,10/13/2017,1102,7,1219,,Broderick,St,,,street space permit,issued,10/13/2017,10/13/2017,10/13/2017,,10/13/2017,,,,,,,,1,,,,,,,,,,,,2,Western Addition,94115,"(37.781605201937445, -122.4411389742745)",1.48332E+11
M844367,8,otc alterations permit,10/16/2017,6592,4,1518,,Church,St,,,street space,issued,10/16/2017,10/16/2017,10/16/2017,,10/16/2017,,,,,,,,1,,,,,,,,,,,,8,Noe Valley,94131,"(37.746538980221885, -122.42722146360482)",1.48346E+12
M844667,8,otc alterations permit,10/16/2017,5716,26,148,,Newman,St,,,street space,issued,10/16/2017,10/16/2017,10/16/2017,,10/16/2017,,,,,,,,1,,,,,,,,,,,,9,Bernal Heights,94110,"(37.737521847662826, -122.41720633011595)",1.48354E+12
M845367,8,otc alterations permit,10/17/2017,652,56,2211,,California,St,307,,street space,issued,10/17/2017,10/17/2017,10/17/2017,,10/17/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.7889605531444, -122.43097103725924)",1.48369E+11
M845887,8,otc alterations permit,10/18/2017,3534,27,87,,Dolores,St,,,street space and mta permit,issued,10/18/2017,10/18/2017,10/18/2017,,10/18/2017,,,,,,,,1,,,,,,,,,,,,8,Mission,94103,"(37.76806062951168, -122.4263470669063)",1.48386E+12
M846027,8,otc alterations permit,10/19/2017,1055,5,2712,,Sutter,St,,,street space,issued,10/19/2017,10/19/2017,10/19/2017,,10/19/2017,,,,,,,,1,,,,,,,,,,,,2,Presidio Heights,94115,"(37.78482065741513, -122.44521207122182)",1.48393E+12
M846287,8,otc alterations permit,10/19/2017,1248,18,622,,Shrader,St,0,,street space permit,issued,10/19/2017,10/19/2017,10/19/2017,,10/19/2017,,,,,,,,1,,,,,,,,,,,,5,Haight Ashbury,94117,"(37.76901605965622, -122.4514962870691)",1.48404E+12
M846527,8,otc alterations permit,10/20/2017,1429,1,205,,04th,Av,0,,street space,issued,10/20/2017,10/20/2017,10/20/2017,,10/20/2017,,,,,,,,1,,,,,,,,,,,,1,Inner Richmond,94118,"(37.78465197828948, -122.46257364397204)",1.48416E+12
M846848,8,otc alterations permit,10/23/2017,153,7,1725,,Hyde,St,0,,street space,issued,10/23/2017,10/23/2017,10/23/2017,,10/23/2017,,,,,,,,1,,,,,,,,,,,,3,Russian Hill,94109,"(37.79672691168431, -122.41879361896808)",1.48427E+12
M847067,8,otc alterations permit,10/23/2017,7030,8,5196,,Mission,St,,,street space,issued,10/23/2017,10/23/2017,10/23/2017,,10/23/2017,,,,,,,,1,,,,,,,,,,,,11,Outer Mission,94112,"(37.71585739729437, -122.4418408073537)",1.48437E+12
M847087,8,otc alterations permit,10/23/2017,5806,3,10,,Roscoe,St,,,street space,issued,10/23/2017,10/23/2017,10/23/2017,,10/23/2017,,,,,,,,1,,,,,,,,,,,,9,Bernal Heights,94110,"(37.73457566857628, -122.41898735271769)",1.48439E+12
M847167,8,otc alterations permit,10/23/2017,934,6,28,,Richardson,Av,,,street space,issued,10/23/2017,10/23/2017,10/23/2017,,10/23/2017,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.79909739679979, -122.44498200235722)",1.48442E+12
M847751,8,otc alterations permit,10/24/2017,3561,001A,206,,Noe,St,,,street space,issued,10/24/2017,10/24/2017,10/24/2017,,10/24/2017,,,,,,,,1,,,,,,,,,,,,8,Castro/Upper Market,94114,"(37.765638510478766, -122.43347780306779)",1.48462E+12
M847848,8,otc alterations permit,10/25/2017,474,36,1111,,Bay,St,201,,street space,issued,10/25/2017,10/25/2017,10/25/2017,,10/25/2017,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.80383760408627, -122.425481726898)",1.48466E+11
2.0171E+11,8,otc alterations permit,10/25/2017,3642,65,3219,,23rd,St,,,"replace kitchen cabinet in unit #12 and new p-trap. to comply with nov #201582918, 201616471. no changes on walls.",issued,10/25/2017,10/25/2017,10/25/2017,,10/25/2017,,3,3,,,2/25/2018,500,500,apartments,12,apartments,12,0,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.7537342239388, -122.41687833490273)",1.48474E+12
2.0171E+11,8,otc alterations permit,10/25/2017,1169,11,2386,,Fulton,St,,,soft story retrofit per sfebc chapter 4d per engineering criteria 2016 cebc appendix a-4.,filed,10/25/2017,10/25/2017,,,,,3,3,,,,65000,0,apartments,6,apartments,6,2,,5,wood frame (5),5,wood frame (5),,1,Lone Mountain/USF,94118,"(37.774720871345444, -122.45605234356591)",1.48479E+12
2.0171E+11,8,otc alterations permit,10/26/2017,1660,14,767,,17th,Av,,,revision to app#2017-07-20-2417. remodel existing kitchen and bathroom,complete,1/9/2018,10/26/2017,10/26/2017,1/9/2018,10/26/2017,,3,3,,,4/26/2018,25000,25000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94121,"(37.77357210706436, -122.47599532222912)",1.48482E+12
2.0171E+11,8,otc alterations permit,10/26/2017,1138,22,152,,Stanyan,Bl,,,reroofing,issued,10/26/2017,10/26/2017,10/26/2017,,10/26/2017,,3,3,,,4/26/2018,8800,8800,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,1,Lone Mountain/USF,94118,"(37.778806458338806, -122.45513308459913)",1.48486E+12
M848307,8,otc alterations permit,10/26/2017,744,20,885,,Franklin,St,,,street space,issued,10/26/2017,10/26/2017,10/26/2017,,10/26/2017,,,,,,,,1,,,,,,,,,,,,5,Western Addition,94102,"(37.78240083268063, -122.42263619960343)",1.48488E+12
2.0171E+11,4,sign - erect,10/27/2017,6249,20,2442,,Bay Shore,Bl,,,"install non-electric ""elevated"" single-faced wall sign.refer to permit drawings sheet a1.o for plan  elevation",issued,2/21/2018,10/27/2017,2/21/2018,,2/21/2018,,2,,,,6/21/2018,500,500,retail sales,2,,,2,,5,wood frame (5),,,,10,Visitacion Valley,94134,"(37.71077705644202, -122.4044874503615)",1.48504E+12
M848729,8,otc alterations permit,10/27/2017,3203,11,156,,Otsego,Av,,,street space permmit,issued,10/27/2017,10/27/2017,10/27/2017,,10/27/2017,,,,,,,,1,,,,,,,,,,,,11,Outer Mission,94112,"(37.72546148145033, -122.44034098168476)",1.48507E+12
2.0171E+11,8,otc alterations permit,10/30/2017,1939,1,1,,Avenue Of The Palms,,,BLDG 1,"permit requested by health inspector for administrative review to open snack shop, 8'x14'. maher na",filed,10/30/2017,10/30/2017,,,,,,1,,,,4500,0,vacant lot,,food/beverage hndlng,0,2,,,,2,constr type 2,,6,Treasure Island,94130,"(37.82334995103773, -122.36979125537985)",1.48516E+12
M848967,8,otc alterations permit,10/30/2017,599,28,2040,,Franklin,St,501,,street space,issued,10/30/2017,10/30/2017,10/30/2017,,10/30/2017,,,,,,,,0,,,,,,,,,,,,2,Pacific Heights,94109,"(37.79351899028934, -122.42431580195183)",1.48519E+12
M849567,8,otc alterations permit,10/30/2017,2714,004A,10,,Corwin,St,,,street space permit,issued,10/30/2017,10/30/2017,10/30/2017,,10/30/2017,,,,,,,,1,,,,,,,,,,,,8,Twin Peaks,94114,"(37.75725389852351, -122.43940131140891)",1.48532E+12
M849987,8,otc alterations permit,10/31/2017,1654,22,3526,,Fulton,St,,,street space,issued,10/31/2017,10/31/2017,10/31/2017,,10/31/2017,,,,,,,,1,,,,,,,,,,,,1,Inner Richmond,94118,"(37.773479312136864, -122.46974903143061)",1.48543E+12
M850127,8,otc alterations permit,10/31/2017,3506,8,49,,South Van Ness,Av,,,"per pa #201606200387s, add address to the office tower at block 3506, lot 008 as; 49 south van ness ave.",issued,10/31/2017,10/31/2017,10/31/2017,,10/31/2017,,,,,,,,243.66,,,,,,,,,,,,6,Mission,94103,"(37.774145195939916, -122.41804210743528)",1.48545E+12
M850368,8,otc alterations permit,10/31/2017,133,16,440,,Vallejo,St,,,street space,issued,10/31/2017,10/31/2017,10/31/2017,,10/31/2017,,,,,,,,0,,,,,,,,,,,,3,North Beach,94133,"(37.799363931492, -122.40478876245515)",1.48552E+11
M850507,8,otc alterations permit,11/1/2017,3580,25,493,,Sanchez,St,,,street space,issued,11/1/2017,11/1/2017,11/1/2017,,11/1/2017,,,,,,,,1,,,,,,,,,,,,8,Castro/Upper Market,94114,"(37.7613351660073, -122.43028563581767)",1.48558E+12
M850667,8,otc alterations permit,11/1/2017,5718,1,625,,Holly Park,Cr,,,street space permit,issued,11/1/2017,11/1/2017,11/1/2017,,11/1/2017,,,,,,,,1,,,,,,,,,,,,9,Bernal Heights,94110,"(37.7369163756763, -122.42146715835676)",1.48561E+12
2.01711E+11,8,otc alterations permit,11/1/2017,150,16,1075,,Vallejo,St,,,reroofing,complete,11/14/2017,11/1/2017,11/1/2017,11/14/2017,11/1/2017,,3,3,,,5/1/2018,11425,11425,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,3,Nob Hill,94133,"(37.7976135448593, -122.41497656084033)",1.48562E+11
M850867,8,otc alterations permit,11/1/2017,8706,266,201,,King,St,,,street space,issued,11/1/2017,11/1/2017,11/1/2017,,11/1/2017,,,,,,,,1,,,,,,,,,,,,6,Mission Bay,94107,"(37.77752750904876, -122.39168557163971)",1.48566E+12
2.01711E+11,8,otc alterations permit,11/2/2017,2046,16,1885,,09th,Av,,,re-roofing,issued,11/2/2017,11/2/2017,11/2/2017,,11/2/2017,,2,2,,,5/2/2018,9980,10000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,Inner Sunset,94122,"(37.753188504977885, -122.46586420615446)",1.4858E+12
2.01711E+11,3,additions alterations or repairs,11/3/2017,6639,28,391,,Day,St,,,addition of 2 dormers,filed,11/3/2017,11/3/2017,,,,Y,3,3,,,,40000,,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),Y,8,Noe Valley,94131,"(37.74242800653838, -122.43081392260764)",1.48587E+12
2.01711E+11,8,otc alterations permit,11/3/2017,6722,21,53,,Cuvier,St,,,repair stairs at front entry less than 50% replace in kind,filed,11/3/2017,11/3/2017,,,,,,,,,,,,,,,,2,,,,,,,8,Outer Mission,94112,"(37.73416092519737, -122.42841235426484)",1.48591E+12
2.01711E+11,3,additions alterations or repairs,11/3/2017,2346,023A,2358,,18th,Av,,,two story rear addition to an (e) single family. 2 new bedrooms & 2 new baths.,filed,11/3/2017,11/3/2017,,,,Y,2,2,,,,350000,,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),Y,7,West of Twin Peaks,94116,"(37.74387413619138, -122.47434911686823)",1.48594E+12
M851887,8,otc alterations permit,11/3/2017,3578,115,75,,Dolores,Tr,0,,street space permit,issued,11/3/2017,11/3/2017,11/3/2017,,11/3/2017,,,,,,,,1,,,,,,,,,,,,8,Mission,94110,"(37.76257878845341, -122.42578456953738)",1.48596E+12
M852227,8,otc alterations permit,11/6/2017,151,35,45,,Glover,St,,,street space,issued,11/6/2017,11/6/2017,11/6/2017,,11/6/2017,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.797057614905405, -122.41604440939886)",1.48605E+11
M852427,8,otc alterations permit,11/6/2017,6600,26,1559,,Church,St,,,street space,issued,11/6/2017,11/6/2017,11/6/2017,,11/6/2017,,,,,,,,0,,,,,,,,,,,,8,Noe Valley,94131,"(37.745852867788074, -122.42655848507036)",1.48611E+12
M852447,8,otc alterations permit,11/6/2017,5890,004A,275,,Maynard,St,,,streetspace,issued,11/6/2017,11/6/2017,11/6/2017,,11/6/2017,,,,,,,,0,,,,,,,,,,,,11,Excelsior,94112,"(37.729703788032396, -122.42436027184064)",1.48614E+12
2.01711E+11,8,otc alterations permit,11/7/2017,2656,44,205,,Corbett,Av,,,amend pa201708235682 for address correction to read 205 corbett ave.,complete,11/8/2017,11/7/2017,11/7/2017,11/8/2017,11/7/2017,,2,2,,,3/7/2018,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.76151056381317, -122.44280305953457)",1.48626E+12
M853127,8,otc alterations permit,11/7/2017,977,7,2834,,Jackson,St,,,street space,issued,11/7/2017,11/7/2017,11/7/2017,,11/7/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79181197390868, -122.4418780086795)",1.4863E+12
2.01711E+11,4,sign - erect,11/7/2017,3784,80,510,,Townsend,St,,,electric wall sign;  n/a maher,issued,1/24/2018,11/7/2017,1/24/2018,,1/24/2018,,7,,,,5/24/2018,3000,5000,office,0,,,2,,1,constr type 1,,,,6,South of Market,94103,"(37.773640299305185, -122.40024538316061)",1.48634E+12
M853727,8,otc alterations permit,11/8/2017,7552,22,65,,Hiliritas,Av,,,street space,issued,11/8/2017,11/8/2017,11/8/2017,,11/8/2017,,,,,,,,1,,,,,,,,,,,,8,Glen Park,94131,"(37.737471931876144, -122.43732775368827)",1.48647E+12
M853787,8,otc alterations permit,11/8/2017,3617,49,16,,Hill,St,0,,street space,issued,11/8/2017,11/8/2017,11/8/2017,,11/8/2017,,,,,,,,0,,,,,,,,,,,,8,Mission,94110,"(37.75630004622045, -122.42182007009777)",1.48649E+12
M853947,8,otc alterations permit,11/8/2017,61,41,1725,,Kearny,St,1,,street space,issued,11/8/2017,11/8/2017,11/8/2017,,11/8/2017,,,,,,,,1,,,,,,,,,,,,3,North Beach,94133,"(37.8040366070187, -122.40685762689998)",1.48654E+12
M854127,8,otc alterations permit,11/9/2017,961,17,2661,,Broadway,,,,street space,issued,11/9/2017,11/9/2017,11/9/2017,,11/9/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.793293749832884, -122.44074961342012)",1.48659E+11
2.01711E+11,8,otc alterations permit,11/9/2017,656,51,2550,,Pine,St,,,reroofing,complete,1/11/2018,11/9/2017,11/9/2017,1/11/2018,11/9/2017,,3,3,,,11/9/2018,44600,44600,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.787711375221484, -122.4378158064887)",1.48666E+12
2.01711E+11,8,otc alterations permit,11/9/2017,4106,11,962,,Minnesota,St,,,reroofing - replace shingles on gabled portion of roof in kind. no other work.,issued,11/20/2017,11/9/2017,11/20/2017,,11/20/2017,,3,3,,,5/20/2018,15800,15800,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,10,Potrero Hill,94107,"(37.75834263244839, -122.39057074348462)",1.48668E+12
M854667,8,otc alterations permit,11/10/2017,6504,29,55,,Homestead,St,,,street space,issued,11/10/2017,11/10/2017,11/10/2017,,11/10/2017,,,,,,,,1,,,,,,,,,,,,8,Noe Valley,94114,"(37.75008166945215, -122.43913975411706)",1.48681E+12
M854687,8,otc alterations permit,11/10/2017,559,024A,2754,,Pierce,St,,,street space,issued,11/10/2017,11/10/2017,11/10/2017,,11/10/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94123,"(37.7955902599258, -122.43828478159493)",1.48682E+11
M855147,8,otc alterations permit,11/13/2017,605,19,2381,,Jackson,St,,,street space permit and mta permit,issued,11/13/2017,11/13/2017,11/13/2017,,11/13/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79235970819303, -122.43424823191663)",1.48695E+11
M855247,8,otc alterations permit,11/13/2017,4270,6,1242,,Alabama,St,,,street space,issued,11/13/2017,11/13/2017,11/13/2017,,11/13/2017,,,,,,,,1,,,,,,,,,,,,9,Mission,94110,"(37.75198168670647, -122.41117344534096)",1.48697E+12
2.01711E+11,8,otc alterations permit,11/14/2017,2503A,32,2732,,35th,Av,,,roof repair at 3 areas that are leaking.,issued,11/14/2017,11/14/2017,11/14/2017,,11/14/2017,,2,2,,,5/14/2018,5500,5500,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.73646225184885, -122.49207800021891)",1.48716E+12
2.01711E+11,8,otc alterations permit,11/15/2017,6504,38,4321,,24th,St,,,change of use only from previous art studio to personal service,filed,11/15/2017,11/15/2017,,,,,2,2,,,,1,0,workshop commercial,2,office,2,2,,5,wood frame (5),5,wood frame (5),,8,Noe Valley,94114,"(37.750767202545056, -122.43938059951653)",1.4873E+12
2.01711E+11,4,sign - erect,11/16/2017,208,28,655,,Montgomery,St,,,to erect 4 suspended non-illuminated retail signs. n/a for maher,issued,11/16/2017,11/16/2017,11/16/2017,,11/16/2017,,26,,,,11/16/2018,47200,47200,retail sales,0,,,2,,1,constr type 1,,,,3,Chinatown,94111,"(37.795235531615674, -122.40360698115164)",1.48734E+11
M856547,8,otc alterations permit,11/16/2017,585,16,2617,,Pacific,Av,,,street space,issued,11/16/2017,11/16/2017,11/16/2017,,11/16/2017,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79257387969765, -122.43867337528854)",1.48736E+12
M856787,8,otc alterations permit,11/16/2017,1560,25,594,,18th,Av,,,street space,issued,11/16/2017,11/16/2017,11/16/2017,,11/16/2017,,,,,,,,1,,,,,,,,,,,,1,Outer Richmond,94121,"(37.77679801872148, -122.47670926104708)",1.48744E+12
M856847,8,otc alterations permit,11/16/2017,151,87,1701,,Jones,St,0,,street space,issued,11/16/2017,11/16/2017,11/16/2017,,11/16/2017,,,,,,,,1,,,,,,,,,,,,3,Nob Hill,94109,"(37.796916531410574, -122.41541745548697)",1.48746E+12
M857007,8,otc alterations permit,11/17/2017,3784,80,510,,Townsend,St,,,street space,issued,11/17/2017,11/17/2017,11/17/2017,,11/17/2017,,,,,,,,1,,,,,,,,,,,,6,South of Market,94103,"(37.773640299305185, -122.40024538316061)",1.4875E+12
M857247,8,otc alterations permit,11/17/2017,6948,23,755,,Ocean,Av,,,street space,issued,11/17/2017,11/17/2017,11/17/2017,,11/17/2017,,,,,,,,1,,,,,,,,,,,,7,Oceanview/Merced/Ingleside,94112,"(37.722209776608246, -122.44905228898558)",1.48758E+12
M857307,8,otc alterations permit,11/17/2017,1615,2,719,,29th,Av,,,street space,issued,11/17/2017,11/17/2017,11/17/2017,,11/17/2017,,,,,,,,1,,,,,,,,,,,,1,Outer Richmond,94121,"(37.77567283669275, -122.48904125090338)",1.4876E+12
M857387,8,otc alterations permit,11/17/2017,1234,37,1315,,Page,St,,,street space,issued,11/17/2017,11/17/2017,11/17/2017,,11/17/2017,,,,,,,,1,,,,,,,,,,,,5,Haight Ashbury,94117,"(37.77129629341821, -122.4424845097528)",1.48762E+11
2.01711E+11,8,otc alterations permit,11/20/2017,349,4,44,,Mcallister,St,0,,re-roofing,issued,11/20/2017,11/20/2017,11/20/2017,,11/20/2017,,8,8,,,11/20/2018,26000,26000,residential hotel,212,residential hotel,212,0,,2,constr type 2,2,constr type 2,,6,Tenderloin,94102,"(37.7813289093357, -122.41278712973035)",1.48765E+12
2.01711E+11,8,otc alterations permit,11/20/2017,2188,9,2135,,29th,Av,,,ref complaint 201719821 add new tie beam to upgrade existing foudation,issued,11/20/2017,11/20/2017,11/20/2017,,11/20/2017,,2,2,,,5/20/2018,20000,20000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.747468153870905, -122.48707440602239)",1.48765E+12
M857747,8,otc alterations permit,11/20/2017,159,6,1309,,Powell,St,,,street space,issued,11/20/2017,11/20/2017,11/20/2017,,11/20/2017,,,,,,,,1,,,,,,,,,,,,3,Chinatown,94133,"(37.796656584594736, -122.41030339184398)",1.48777E+11
2.01711E+11,8,otc alterations permit,11/20/2017,51,17,2350,,Taylor,St,,,reroofing,complete,11/29/2017,11/20/2017,11/20/2017,11/29/2017,11/20/2017,,2,2,,,5/20/2018,14500,14500,office,0,office,0,0,,5,wood frame (5),5,wood frame (5),,3,North Beach,94133,"(37.804338155504276, -122.41482432780637)",1.48777E+11
2.01711E+11,3,additions alterations or repairs,11/20/2017,1272,23,123,,Carl,St,,,"compliance w/ mandatory soft story retrofit program, cebc 2016 app a-4 & sfebc 2016 chp 4d",approved,2/21/2018,11/20/2017,,,,,4,4,,,,30000,80000,apartments,6,apartments,6,2,,5,wood frame (5),5,wood frame (5),,5,Haight Ashbury,94117,"(37.76543334547655, -122.45057842932395)",1.4878E+12
M858153,8,otc alterations permit,11/21/2017,1877,38,1550,,32nd,Av,,,street space and sidewalk permit,issued,11/21/2017,11/21/2017,11/21/2017,,11/21/2017,,,,,,,,1,,,,,,,,,,,,4,Sunset/Parkside,94122,"(37.75826541648184, -122.49039781719264)",1.48805E+12
M858368,8,otc alterations permit,11/22/2017,4206,59,1144,,Alabama,St,,,street space,issued,11/22/2017,11/22/2017,11/22/2017,,11/22/2017,,,,,,,,1,,,,,,,,,,,,9,Mission,94110,"(37.75357462706358, -122.41132570404743)",1.48813E+12
M858527,8,otc alterations permit,11/22/2017,536,41,2927,,Pierce,St,0,,street space,issued,11/22/2017,11/22/2017,11/22/2017,,11/22/2017,,,,,,,,1,,,,,,,,,,,,2,Marina,94123,"(37.79712229985407, -122.43923115829395)",1.48817E+12
M858727,8,otc alterations permit,11/27/2017,1449,22,378,,18th,Av,,,street space permit,issued,11/27/2017,11/27/2017,11/27/2017,,11/27/2017,,,,,,,,1,,,,,,,,,,,,1,Outer Richmond,94121,"(37.780963147533214, -122.47694543136056)",1.48827E+12
M858930,8,otc alterations permit,11/27/2017,1451,001C,315,,19th,Av,,,street space,issued,11/27/2017,11/27/2017,11/27/2017,,11/27/2017,,,,,,,,1,,,,,,,,,,,,1,Outer Richmond,94121,"(37.781949968785284, -122.47866012859923)",1.48832E+12
2.01711E+11,8,otc alterations permit,11/27/2017,304,15,761,,Post,St,,,"removal and replacement of windows for weatherization, function, and efficiency",filed,11/27/2017,11/27/2017,,,,,15,15,,,,500000,500000,tourist hotel/motel,150,tourist hotel/motel,150,2,,5,wood frame (5),5,wood frame (5),,3,Tenderloin,94109,"(37.78726215351271, -122.41425019504523)",1.48837E+11
2.01711E+11,8,otc alterations permit,11/27/2017,1230,18,540,,Cole,St,,,re-roofing,issued,11/27/2017,11/27/2017,11/27/2017,,11/27/2017,,2,2,,,5/27/2018,12000,12000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,5,Haight Ashbury,94117,"(37.77003170693283, -122.4499418398358)",1.4884E+12
M859467,8,otc alterations permit,11/28/2017,3555,32,323,,Guerrero,St,,,street space,issued,11/28/2017,11/28/2017,11/28/2017,,11/28/2017,,,,,,,,1,,,,,,,,,,,,8,Mission,94103,"(37.76599801947644, -122.42388603304182)",1.48849E+12
M859588,8,otc alterations permit,11/28/2017,1481,001O,86,,Seal Rock,Dr,,,street space permit,issued,11/28/2017,11/28/2017,11/28/2017,,11/28/2017,,,,,,,,1,,,,,,,,,,,,1,Lincoln Park,94121,"(37.78094590283418, -122.50781385440955)",1.48852E+12
M859687,8,otc alterations permit,11/28/2017,5650,29,117,,Ellsworth,St,,,street space permit - renewal of permit #201707050991,issued,11/28/2017,11/28/2017,11/28/2017,,11/28/2017,,,,,,,,1,,,,,,,,,,,,9,Bernal Heights,94110,"(37.741245310667665, -122.41428200676403)",1.48855E+12
